Países,Bloco Econômico,Via,URF,Código NCM,Descrição NCM,Código SH6,Descrição SH6,Código SH4,Descrição SH4,Código SH2,Descrição SH2,Código Seção,Descrição Seção,Unidade estatística,Valor US$ FOB,Quilograma Líquido,Quantidade Estatística,Data
22,3,1,7,8071100,Melancias frescas,80711,Melancias frescas,10,17,3,8,1,12,4,20481,43424,43424,2024-10-01
22,3,1,7,8071900,Melões frescos,80719,Melões frescos,10,17,3,8,1,12,4,1523,2730,2730,2024-10-01
23,3,0,10,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,5920,5792,5792,2024-10-01
23,3,0,13,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,87993,73458,73458,2024-10-01
23,3,0,14,39219019,"Outras chapas estratificadas, reforçadas ou com suporte",392190,"Outras chapas, folhas, películas, tiras, lâminas, de plásticos",27,20,16,19,6,9,4,1232,10,10,2024-10-01
23,3,1,1,8071100,Melancias frescas,80711,Melancias frescas,10,17,3,8,1,12,4,1882,2752,2752,2024-10-01
25,1,1,15,68029390,Outros granitos trabalhados de outro modo e suas obras,680293,Granitos trabalhados de outro modo e suas obras,32,23,19,13,9,7,4,22659,23540,23540,2024-10-01
28,2,2,16,18069000,Outros chocolates e preparações alimentícias contendo cacau,180690,Outros chocolates e preparações alimentícias contendo cacau,14,5,7,5,3,11,4,1888,1560,1560,2024-10-01
28,2,2,16,19059090,"Outros produtos de padaria, pastelaria, indústria de biscoitos, etc",190590,"Outros produtos de padaria, pastelaria ou da indústria de biscoitos, mesmo com adição de cacau",15,31,8,22,3,11,4,24057,12558,12558,2024-10-01
28,2,2,16,21069090,Outras preparações alimentícias,210690,Outras preparações alimentícias,18,28,10,20,3,11,4,2698,2512,2512,2024-10-01
28,2,2,16,52091200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, crus, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520912,"Tecido de algodão cru, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,531,97,97,2024-10-01
28,2,2,16,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,61299,8450,8450,2024-10-01
28,2,2,16,52092900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados",520929,"Outros tecidos de algodão branqueado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,28813,4124,4124,2024-10-01
28,2,2,16,52093200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520932,"Tecido de algodão tinto, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,230555,29815,29815,2024-10-01
28,2,2,16,52093900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, tintos",520939,"Outros tecidos de algodão tinto, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,21370,2517,2517,2024-10-01
28,2,2,16,52111900,"Outros tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2, crus",521119,"Outros tecidos de algodão cru, com fibras sintéticas ou artificiais, contendo < 85% em peso de algodão, com peso > 200 g/m2",31,33,18,1,8,3,4,809,80,80,2024-10-01
28,2,2,16,52113200,"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, peso > 200 g/m2, tintos, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",521132,"Tecido de algodão tinto, em ponto sarjado, com fibras sintéticas ou artificiais, contendo < 85% em peso de algodão, com peso > 200 g/m2",31,33,18,1,8,3,4,4883,362,362,2024-10-01
28,2,2,16,52113900,"Outros tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2, tintos",521139,"Outros tecidos de algodão tinto, com fibras sintéticas ou artificiais, contendo < 85% em peso de algodão, com peso > 200 g/m2",31,33,18,1,8,3,4,112181,14394,14394,2024-10-01
28,2,2,16,96062100,"Botões de plástico, não recobertos de matérias têxteis",960621,"Botões de plásticos, não recobertos de matérias têxteis",39,3,25,14,14,4,4,656,10,10,2024-10-01
29,3,0,2,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,7558,6288,6288,2024-10-01
29,3,0,4,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,4876,4028,4028,2024-10-01
29,3,0,6,6031900,"Outros flores e seus botões, cortados para buquês, ornamentais frescos",60319,"Outras flores frescas e seus botões, cortadas para buquês ou para ornamentação",5,13,2,18,1,12,0,6436,880,857,2024-10-01
29,3,0,13,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,16451,12926,12926,2024-10-01
29,3,1,1,20082090,"Abacaxis (ananases), preparados ou conservados de outro modo",200820,Abacaxis preparados ou conservados,17,14,9,21,3,11,4,1941,1026,1026,2024-10-01
29,3,1,1,20089900,"Outras frutas, partes de plantas, preparadas/conservadas de outro modo",200899,"Outras frutas e partes de plantas, preparadas ou conservadas",17,14,9,21,3,11,4,59370,16728,16728,2024-10-01
29,3,1,1,52091200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, crus, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520912,"Tecido de algodão cru, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,19591,6898,6898,2024-10-01
29,3,1,7,8071100,Melancias frescas,80711,Melancias frescas,10,17,3,8,1,12,4,5415,12960,12960,2024-10-01
29,3,1,15,85492900,"Outros desperdícios e resíduos do tipo utilizado principalmente para a recuperação de metais preciosos, não classificados em códigos anteriores",854929,"Outros resíduos e sucata elétrica e eletrônica, do tipo utilizado principalmente para a recuperação de metais preciosos, não classificados nos códigos anteriores  ",37,11,23,12,12,6,4,2793,1834,1834,2024-10-01
30,2,1,1,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,159165,32976,32976,2024-10-01
30,2,1,1,52093200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520932,"Tecido de algodão tinto, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,6539,1029,1029,2024-10-01
30,2,1,15,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,73754,13939,13939,2024-10-01
30,2,1,15,52092900,"Outros tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados",520929,"Outros tecidos de algodão branqueado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,7114,1092,1092,2024-10-01
30,2,1,15,52093200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520932,"Tecido de algodão tinto, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,2182,355,355,2024-10-01
31,0,1,7,17049020,"Caramelos, confeitos, dropes, pastilhas, e produtos semelhantes, sem cacau",170490,"Outros produtos de confeitaria, sem cacau",13,29,6,3,3,11,4,44365,24389,24389,2024-10-01
32,3,0,2,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,47781,43214,43214,2024-10-01
32,3,0,4,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,44549,40095,40095,2024-10-01
32,3,0,10,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,1366,1337,1337,2024-10-01
32,3,1,6,21069090,Outras preparações alimentícias,210690,Outras preparações alimentícias,18,28,10,20,3,11,4,18409,7405,7405,2024-10-01
32,3,1,6,22019000,"Outras águas, não adicionadas de açúcar ou de outros edulcorantes nem aromatizadas; gelo e neve",220190,"Outras águas, não adicionadas de açúcar nem aromatizadas; gelo e neve",19,37,11,4,3,11,1,120,336,336,2024-10-01
33,3,0,10,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,16020,14400,14400,2024-10-01
33,3,0,13,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,52741,50176,50176,2024-10-01
33,3,1,1,8055000,"Limões (Citrus limon, Citrus limonum) e limas (Citrus aurantifolia, Citrus latifolia), frescos ou secos",80550,"Limões e limas, frescos ou secos",9,6,3,8,1,12,4,60,92,92,2024-10-01
33,3,1,6,8071900,Melões frescos,80719,Melões frescos,10,17,3,8,1,12,4,58266,67405,67405,2024-10-01
33,3,1,7,8071900,Melões frescos,80719,Melões frescos,10,17,3,8,1,12,4,24230,39508,39508,2024-10-01
34,0,1,9,17049020,"Caramelos, confeitos, dropes, pastilhas, e produtos semelhantes, sem cacau",170490,"Outros produtos de confeitaria, sem cacau",13,29,6,3,3,11,4,33335,20572,20572,2024-10-01
35,7,0,14,71039900,"Outras pedras preciosas (exceto diamantes) ou semipreciosas, trabalhadas de outro modo",710399,"Outras pedras preciosas ou semipreciosas, trabalhadas de outro modo",33,24,20,23,10,14,3,300,0,2,2024-10-01
35,7,1,1,3061110,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) inteiras, congeladas",30611,Lagostas congeladas,2,9,0,16,0,0,4,36190,1880,1880,2024-10-01
36,7,1,1,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,114576,23581,23581,2024-10-01
37,3,0,4,20079990,"Doces, pures e pastas, de outras frutas",200799,"Geleias, doces, purês e marmelades, de outras frutas",16,12,9,21,3,11,4,2773,300,300,2024-10-01
37,3,0,4,39219019,"Outras chapas estratificadas, reforçadas ou com suporte",392190,"Outras chapas, folhas, películas, tiras, lâminas, de plásticos",27,20,16,19,6,9,4,402,98,98,2024-10-01
37,3,0,13,8072000,Mamões (papaias) frescos,80720,Mamões (papaias) frescos,10,17,3,8,1,12,4,1766,1350,1350,2024-10-01
37,3,0,14,90213190,Outras próteses articulares,902131,Próteses articulares,38,1,24,10,13,2,4,110,0,0,2024-10-01
38,7,0,14,71039900,"Outras pedras preciosas (exceto diamantes) ou semipreciosas, trabalhadas de outro modo",710399,"Outras pedras preciosas ou semipreciosas, trabalhadas de outro modo",33,24,20,23,10,14,3,99650,0,620,2024-10-01
39,7,1,1,3061110,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) inteiras, congeladas",30611,Lagostas congeladas,2,9,0,16,0,0,4,64200,3320,3320,2024-10-01
39,7,1,1,3061190,"Outras lagostas (Palinurus spp., Panulirus spp., Jasus spp.), congeladas, exceto as inteiras",30611,Lagostas congeladas,2,9,0,16,0,0,4,1029,48,48,2024-10-01
39,7,1,15,3061110,"Lagostas (Palinurus spp., Panulirus spp., Jasus spp.) inteiras, congeladas",30611,Lagostas congeladas,2,9,0,16,0,0,4,140937,7430,7430,2024-10-01
39,7,1,15,3061190,"Outras lagostas (Palinurus spp., Panulirus spp., Jasus spp.), congeladas, exceto as inteiras",30611,Lagostas congeladas,2,9,0,16,0,0,4,1749,45,45,2024-10-01
39,7,1,15,76020000,"Desperdícios e resíduos, de alumínio",760200,"Desperdícios e resíduos, de alumínio",34,10,21,2,11,5,4,36713,22050,22050,2024-10-01
40,3,0,2,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,201,106,106,2024-10-01
41,2,2,20,8071900,Melões frescos,80719,Melões frescos,10,17,3,8,1,12,4,15742,21330,21330,2024-10-01
41,2,2,20,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,17676,3422,3422,2024-10-01
41,2,2,22,8071100,Melancias frescas,80711,Melancias frescas,10,17,3,8,1,12,4,8333,22176,22176,2024-10-01
41,2,2,22,52092200,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2, branqueados, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4",520922,"Tecido de algodão branqueado, em ponto sarjado, contendo => 85% em peso de algodão, com peso > 200 g/m2",30,35,18,1,8,3,4,5757,1046,1046,2024-10-01
42,6,1,15,17049020,"Caramelos, confeitos, dropes, pastilhas, e produtos semelhantes, sem cacau",170490,"Outros produtos de confeitaria, sem cacau",13,29,6,3,3,11,4,49273,24893,24893,2024-10-01
